loan_id,product_code,status,control_ids,matching_hypotheses,implied_rate_offset_pct,interest_misstatement_inr,penal_misstatement_inr,closing_balance_diff_inr,exception_periods,first_exception_period,last_exception_period
LN0014766,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,1530.03,0.0,1530.03,41,2022-02,2025-06
LN0014780,MSME-FLT,Attributed,C-08,C-08 accrual after closure,,3187.49,0.0,3187.49,1,2023-09,2023-09
LN0014866,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,239.6,0.0,239.6,13,2024-01,2025-01
LN0014870,MSME-FLT,Attributed,C-04+C-09,C-04 moratorium interest compounded + C-09 365-day basis in leap year,,4773.48,0.0,4773.48,41,2022-02,2025-06
LN0014875,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,97.75,0.0,97.75,25,2022-01,2024-01
LN0014876,PL-FIX,Attributed,C-08,C-08 accrual after closure,,2286.29,0.0,2286.29,1,2024-03,2024-03
LN0014889,GL-FIX,Attributed,C-01,C-01 wrong spread (implied),-0.25,-405.25,0.0,-405.25,10,2022-01,2022-10
LN0014950,MSME-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,50.54,0.0,50.54,41,2022-01,2025-06
LN0015007,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,6098.59,0.0,6098.59,21,2023-10,2025-06
LN0015023,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,771.61,0.0,771.61,18,2024-01,2025-06
LN0015059,HL-MCLR,Attributed,C-06,C-06 daily rounding to 0dp,,-111.71,0.0,-111.71,31,2022-01,2025-04
LN0015095,MSME-FLT,Attributed,C-02,C-02 reset one cycle late,,-11990.91,0.0,-11990.91,31,2022-07,2025-01
LN0015170,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,20189.0,0.0,20189.0,21,2023-10,2025-06
LN0015185,PL-FIX,Attributed,C-08,C-08 accrual after closure,,930.55,0.0,930.55,1,2024-04,2024-04
LN0015187,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,29.54,0.0,29.54,37,2022-01,2025-01
LN0015206,HL-FLT,Attributed,C-08,C-08 accrual after closure,,6978.42,0.0,6978.42,1,2022-06,2022-06
LN0015248,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,6450.0,0.0,6450.0,16,2023-10,2025-01
LN0015270,PL-FIX,Attributed,C-05,C-05 penal interest +2.0% on rate,,42.57,-500.0,-457.43,2,2024-12,2025-01
LN0015294,HL-MCLR,Attributed,C-04,C-04 moratorium interest compounded,,22289.03,0.0,22289.03,41,2022-02,2025-06
LN0015306,PL-FIX,Attributed,C-03+C-06,C-03 30E/360 day-count + C-06 daily rounding to 0dp,,95.34,0.0,95.34,37,2022-01,2025-01
LN0015356,GL-FIX,Attributed,C-08,C-08 accrual after closure,,3187.8,0.0,3187.8,1,2022-05,2022-05
LN0015387,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,74.75,0.0,74.75,42,2022-01,2025-06
LN0015475,GL-FIX,Attributed,C-08,C-08 accrual after closure,,131.3,0.0,131.3,1,2022-09,2022-09
LN0015503,PL-FIX,Attributed,C-08,C-08 accrual after closure,,1476.84,0.0,1476.84,1,2022-06,2022-06
LN0015527,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-25061.94,0.0,-25061.94,36,2022-07,2025-06
LN0015541,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,397.19,0.0,397.19,42,2022-01,2025-06
LN0015597,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,10303.45,0.0,10303.45,8,2023-11,2024-06
LN0015638,HL-FLT,Attributed,C-08,C-08 accrual after closure,,25913.77,0.0,25913.77,1,2025-05,2025-05
LN0015656,PL-FIX,Attributed,C-05,C-05 penal charge capitalised,,13.04,0.0,13.04,4,2024-09,2025-02
LN0015750,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,36106.28,0.0,36106.28,40,2022-03,2025-06
LN0015773,MSME-FLT,Attributed,C-05,C-05 penal interest +2.0% on rate,,1324.84,-1000.0,324.84,12,2024-07,2025-06
LN0015780,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,179.63,0.0,179.63,37,2022-02,2025-02
LN0015856,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,132.14,0.0,132.14,41,2022-02,2025-06
LN0015907,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,163.03,0.0,163.03,18,2024-01,2025-06
LN0015935,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-17483.61,0.0,-17483.61,38,2022-05,2025-06
LN0015971,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,2820.74,0.0,2820.74,40,2022-03,2025-06
LN0016024,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,481.53,0.0,481.53,18,2024-01,2025-06
LN0016089,MSME-FLT,Attributed,C-08,C-08 accrual after closure,,2639.03,0.0,2639.03,1,2024-10,2024-10
LN0016140,PL-FIX,Attributed,C-08,C-08 accrual after closure,,212.04,0.0,212.04,1,2024-07,2024-07
LN0016153,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,45615.32,0.0,45615.32,40,2022-03,2025-06
LN0016238,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-23581.42,0.0,-23581.42,38,2022-05,2025-06
LN0016364,MSME-FLT,Attributed,C-02,C-02 reset one cycle late,,-23515.66,0.0,-23515.66,38,2022-05,2025-06
LN0016380,PL-FIX,Attributed,C-05,C-05 penal charge capitalised,,6.95,0.0,6.95,2,2024-08,2024-09
LN0016388,GL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.5,1313.46,0.0,1313.46,7,2022-02,2022-08
LN0016495,HL-MCLR,Attributed,C-02,C-02 reset one cycle late,,-19222.26,0.0,-19222.26,29,2023-02,2025-06
LN0016533,HL-MCLR,Attributed,C-06,C-06 daily rounding to 0dp,,-40.2,0.0,-40.2,38,2022-03,2025-06
LN0016683,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-10019.24,0.0,-10019.24,37,2022-06,2025-06
LN0016706,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-622.11,0.0,-622.11,37,2022-03,2025-03
LN0016720,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,13096.65,0.0,13096.65,19,2023-12,2025-06
LN0016741,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-248.37,0.0,-248.37,13,2022-03,2023-03
LN0016799,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,24646.21,0.0,24646.21,19,2023-12,2025-06
LN0016830,HL-FLT,Attributed,C-08,C-08 accrual after closure,,10283.79,0.0,10283.79,1,2024-05,2024-05
LN0016879,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-80250.0,0.0,-80250.0,37,2022-06,2025-06
LN0016929,PL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,18.85,0.0,18.85,38,2022-03,2025-06
LN0016985,HL-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,60.95,0.0,60.95,34,2022-03,2025-06
LN0017017,HL-FLT,Attributed,C-08,C-08 accrual after closure,,21120.04,0.0,21120.04,1,2024-03,2024-03
LN0017023,HL-FLT,Attributed,C-01,C-01 wrong spread (implied),0.25,23255.51,0.0,23255.51,40,2022-03,2025-06
LN0017055,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,17270.13,0.0,17270.13,19,2023-12,2025-06
LN0017126,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-23973.18,0.0,-23973.18,37,2022-06,2025-06
LN0017146,MSME-FLT,Attributed,C-01,C-01 wrong spread (implied),0.1,3421.91,0.0,3421.91,12,2022-03,2023-02
LN0017150,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-946.59,0.0,-946.59,37,2022-03,2025-03
LN0017212,HL-MCLR,Attributed,C-02,C-02 reset one cycle late,,-72577.93,0.0,-72577.93,28,2023-03,2025-06
LN0017418,GL-FIX,Attributed,C-08,C-08 accrual after closure,,589.39,0.0,589.39,1,2022-11,2022-11
LN0017496,HL-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,85.4,0.0,85.4,31,2022-05,2025-06
LN0017525,PL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,-75.27,0.0,-75.27,25,2022-03,2024-03
LN0017541,HL-FLT,Attributed,C-05,C-05 penal interest +2.0% on rate,,7952.52,-750.0,7202.52,11,2024-08,2025-06
LN0017543,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-10475.46,0.0,-10475.46,37,2022-06,2025-06
LN0017545,HL-FLT,Attributed,C-08,C-08 accrual after closure,,6883.06,0.0,6883.06,1,2023-03,2023-03
LN0017553,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,9106.72,0.0,9106.72,19,2023-12,2025-06
LN0017593,HL-FLT,Attributed,C-05,C-05 penal charge capitalised,,53.52,0.0,53.52,10,2024-09,2025-06
LN0017638,PL-FIX,Attributed,C-08,C-08 accrual after closure,,779.8,0.0,779.8,1,2022-11,2022-11
LN0017653,HL-FLT,Attributed,C-01,C-01 wrong spread (implied),0.1,6354.53,0.0,6354.53,40,2022-03,2025-06
LN0017676,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,3957.22,0.0,3957.22,18,2024-01,2025-06
LN0017741,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,960.31,0.0,960.31,15,2024-01,2025-03
LN0017819,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-244.86,0.0,-244.86,40,2022-03,2025-06
LN0017832,GL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,-100.58,0.0,-100.58,10,2022-04,2023-01
LN0017868,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-323.18,0.0,-323.18,39,2022-04,2025-06
LN0017870,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-145.43,0.0,-145.43,37,2022-04,2025-04
LN0017900,MSME-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,48.52,0.0,48.52,38,2022-04,2025-06
LN0017939,MSME-FLT,Attributed,C-04,C-04 moratorium interest compounded,,895.63,0.0,895.63,38,2022-05,2025-06
LN0017977,MSME-FLT,Attributed,C-04,C-04 moratorium interest compounded,,725.4,0.0,725.4,38,2022-05,2025-06
LN0018037,PL-FIX,Attributed,C-05,C-05 penal charge capitalised,,10.27,0.0,10.27,4,2024-10,2025-01
LN0018146,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,17720.34,0.0,17720.34,38,2022-05,2025-06
LN0018150,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,17565.8,0.0,17565.8,21,2023-10,2025-06
LN0018151,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,13519.54,0.0,13519.54,21,2023-10,2025-06
LN0018226,HL-FLT,Attributed,C-08,C-08 accrual after closure,,13980.84,0.0,13980.84,1,2023-03,2023-03
LN0018232,HL-MCLR,Attributed,C-06,C-06 daily rounding to 0dp,,-33.13,0.0,-33.13,32,2022-08,2025-06
LN0018322,PL-FIX,Attributed,C-01,C-01 wrong spread (implied),-0.25,-2525.22,0.0,-2525.22,34,2022-04,2025-01
LN0018325,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-105.19,0.0,-105.19,13,2022-04,2023-04
LN0018394,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,153.89,0.0,153.89,16,2024-01,2025-04
LN0018443,PL-FIX,Attributed,C-08,C-08 accrual after closure,,356.2,0.0,356.2,1,2024-01,2024-01
LN0018456,HL-FLT,Attributed,C-05,C-05 penal interest +2.0% on rate,,5197.52,-750.0,4447.52,2,2025-05,2025-06
LN0018522,HL-MCLR,Attributed,C-04,C-04 moratorium interest compounded,,9984.02,0.0,9984.02,25,2022-05,2024-05
LN0018530,MSME-FLT,Attributed,C-04,C-04 moratorium interest compounded,,2211.72,0.0,2211.72,38,2022-05,2025-06
LN0018558,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-24001.12,0.0,-24001.12,36,2022-07,2025-06
LN0018597,HL-MCLR,Attributed,C-08,C-08 accrual after closure,,1325.74,0.0,1325.74,1,2023-02,2023-02
LN0018605,MSME-FLT,Attributed,C-05,C-05 penal charge capitalised,,9.0,0.0,9.0,2,2025-04,2025-05
LN0018675,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,43515.97,0.0,43515.97,38,2022-05,2025-06
LN0018713,HL-FLT,Attributed,C-01,C-01 wrong spread (implied),0.5,41758.98,0.0,41758.98,39,2022-04,2025-06
LN0018738,PL-FIX,Attributed,C-05,C-05 penal interest +2.0% on rate,,172.91,-1000.0,-827.09,9,2024-08,2025-04
LN0018760,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,20721.87,0.0,20721.87,38,2022-05,2025-06
LN0018804,MSME-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,-23.56,0.0,-23.56,34,2022-05,2025-06
LN0018814,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-195.01,0.0,-195.01,13,2022-04,2023-04
LN0018818,HL-FLT,Attributed,C-01,C-01 wrong spread (implied),-0.25,-18552.03,0.0,-18552.03,39,2022-04,2025-06
LN0018823,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,2715.04,0.0,2715.04,30,2022-05,2024-10
LN0018836,MSME-FLT,Attributed,C-02,C-02 reset one cycle late,,-79088.02,0.0,-79088.02,36,2022-07,2025-06
LN0018854,HL-FLT,Attributed,C-06+C-07,C-06 daily rounding to 0dp + C-07 stale pre-change spread,,29268.64,0.0,29268.64,30,2022-04,2025-06
LN0018881,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-380.23,0.0,-380.23,37,2022-04,2025-04
LN0018900,HL-MCLR,Attributed,C-06,C-06 daily rounding to 0dp,,101.13,0.0,101.13,35,2022-05,2025-06
LN0019003,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,14266.03,0.0,14266.03,21,2023-10,2025-06
LN0019033,HL-FLT,Attributed,C-05,C-05 penal charge capitalised,,5.68,0.0,5.68,2,2025-04,2025-05
LN0019076,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,35925.05,0.0,35925.05,37,2022-06,2025-06
LN0019108,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,1319.26,0.0,1319.26,6,2023-11,2024-04
LN0019110,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,2706.58,0.0,2706.58,37,2022-06,2025-06
LN0019194,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,22850.83,0.0,22850.83,35,2022-06,2025-04
LN0019214,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,1614.12,0.0,1614.12,18,2024-01,2025-06
LN0019219,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,589.24,0.0,589.24,18,2024-01,2025-06
LN0019238,HL-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,-21.51,0.0,-21.51,38,2022-05,2025-06
LN0019255,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,469.94,0.0,469.94,18,2024-01,2025-06
LN0019260,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-106.25,0.0,-106.25,25,2022-05,2024-05
LN0019312,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-15501.53,0.0,-15501.53,9,2022-08,2023-04
LN0019324,MSME-FLT,Attributed,C-04,C-04 moratorium interest compounded,,49582.21,0.0,49582.21,37,2022-06,2025-06
LN0019329,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-835.78,0.0,-835.78,37,2022-05,2025-05
LN0019462,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-25178.29,0.0,-25178.29,35,2022-08,2025-06
LN0019486,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-164.14,0.0,-164.14,38,2022-05,2025-06
LN0019518,HL-MCLR,Attributed,C-08,C-08 accrual after closure,,25888.14,0.0,25888.14,1,2025-06,2025-06
LN0019536,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,16663.66,0.0,16663.66,20,2023-11,2025-06
LN0019577,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-186.27,0.0,-186.27,13,2022-05,2023-05
LN0019591,HL-FLT,Attributed,C-08,C-08 accrual after closure,,29860.42,0.0,29860.42,1,2023-12,2023-12
LN0019615,PL-FIX,Attributed,C-05,C-05 penal charge capitalised,,5.02,0.0,5.02,2,2024-09,2024-10
LN0019636,MSME-FLT,Attributed,C-06+C-09,C-06 daily rounding to 0dp + C-09 365-day basis in leap year,,497.74,0.0,497.74,31,2022-05,2025-05
LN0019664,HL-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,53.37,0.0,53.37,29,2022-05,2025-06
LN0019676,MSME-FLT,Attributed,C-05,C-05 penal charge capitalised,,9.75,0.0,9.75,2,2024-08,2024-09
LN0019752,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,216.26,0.0,216.26,12,2024-01,2024-12
LN0019767,HL-FLT,Attributed,C-01,C-01 wrong spread (implied),-0.25,-6444.4,0.0,-6444.4,9,2022-05,2023-01
LN0019776,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,18267.0,0.0,18267.0,37,2022-06,2025-06
LN0019811,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-10579.56,0.0,-10579.56,35,2022-08,2025-06
LN0019827,MSME-FLT,Attributed,C-02,C-02 reset one cycle late,,-31887.68,0.0,-31887.68,35,2022-08,2025-06
LN0019828,MSME-FLT,Attributed,C-02,C-02 reset one cycle late,,-42457.77,0.0,-42457.77,34,2022-08,2025-05
LN0019862,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,256.93,0.0,256.93,17,2024-01,2025-05
LN0019905,MSME-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,-18.57,0.0,-18.57,31,2022-05,2025-05
LN0019908,PL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.25,3389.47,0.0,3389.47,37,2022-05,2025-05
LN0019952,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-418.27,0.0,-418.27,38,2022-05,2025-06
LN0019966,HL-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,25.54,0.0,25.54,25,2022-05,2025-04
LN0019972,HL-MCLR,Attributed,C-02,C-02 reset one cycle late,,-49805.0,0.0,-49805.0,26,2023-05,2025-06
LN0019979,PL-FIX,Attributed,C-05,C-05 penal charge capitalised,,5.69,0.0,5.69,2,2025-04,2025-05
LN0020039,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,12518.57,0.0,12518.57,20,2023-11,2025-06
LN0020042,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,222.7,0.0,222.7,17,2024-01,2025-05
LN0020048,PL-FIX,Attributed,C-08,C-08 accrual after closure,,1642.98,0.0,1642.98,1,2024-08,2024-08
LN0020064,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,12636.07,0.0,12636.07,20,2023-11,2025-06
LN0020085,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,219.3,0.0,219.3,18,2024-01,2025-06
LN0020089,PL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,51.8,0.0,51.8,37,2022-06,2025-06
LN0020116,HL-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,42.39,0.0,42.39,7,2022-05,2022-12
LN0020248,PL-FIX,Attributed,C-08,C-08 accrual after closure,,821.34,0.0,821.34,1,2022-10,2022-10
LN0020255,GL-FIX,Attributed,C-08,C-08 accrual after closure,,111.69,0.0,111.69,1,2022-12,2022-12
LN0020295,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-23951.0,0.0,-23951.0,34,2022-09,2025-06
LN0020300,HL-MCLR,Attributed,C-04,C-04 moratorium interest compounded,,12438.37,0.0,12438.37,36,2022-07,2025-06
LN0020315,PL-FIX,Attributed,C-01,C-01 wrong spread (implied),-0.25,-3283.77,0.0,-3283.77,36,2022-06,2025-05
LN0020393,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,584.55,0.0,584.55,18,2024-01,2025-06
LN0020471,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-285.52,0.0,-285.52,25,2022-06,2024-06
LN0020488,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,461.8,0.0,461.8,18,2024-01,2025-06
LN0020515,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,11589.83,0.0,11589.83,19,2023-12,2025-06
LN0020549,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-26244.88,0.0,-26244.88,34,2022-09,2025-06
LN0020552,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,20121.05,0.0,20121.05,19,2023-12,2025-06
LN0020591,HL-FLT,Attributed,C-08,C-08 accrual after closure,,23493.64,0.0,23493.64,1,2025-03,2025-03
LN0020604,MSME-FLT,Attributed,C-05,C-05 penal interest +2.0% on rate,,988.93,-1000.0,-11.07,2,2024-11,2024-12
LN0020625,HL-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,38.25,0.0,38.25,13,2022-09,2023-10
LN0020632,HL-FLT,Attributed,C-01,C-01 wrong spread (implied),0.25,20953.45,0.0,20953.45,37,2022-06,2025-06
LN0020677,HL-FLT,Attributed,C-05,C-05 penal interest +2.0% on rate,,4810.4,-1500.0,3310.4,6,2025-01,2025-06
LN0020730,MSME-FLT,Attributed,C-02,C-02 reset one cycle late,,-9994.19,0.0,-9994.19,24,2022-09,2024-08
LN0020749,HL-FLT,Attributed,C-08,C-08 accrual after closure,,11692.72,0.0,11692.72,1,2023-06,2023-06
LN0020825,GL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.25,72.77,0.0,72.77,9,2022-06,2023-02
LN0020847,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-294.61,0.0,-294.61,37,2022-06,2025-06
LN0020864,HL-FLT,Attributed,C-05,C-05 penal interest +2.0% on rate,,3380.24,-750.0,2630.24,4,2025-03,2025-06
LN0020875,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,2431.67,0.0,2431.67,18,2024-01,2025-06
LN0020899,HL-FLT,Attributed,C-05,C-05 penal charge capitalised,,5.82,0.0,5.82,2,2025-04,2025-05
LN0020901,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,17956.88,0.0,17956.88,19,2023-12,2025-06
LN0020904,HL-MCLR,Attributed,C-05,C-05 penal charge capitalised,,6.02,0.0,6.02,2,2024-11,2024-12
LN0020928,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-266.92,0.0,-266.92,37,2022-06,2025-06
LN0021000,PL-FIX,Attributed,C-05+C-06,C-05 penal charge capitalised + C-06 daily rounding to 0dp,,-123.78,0.0,-123.78,35,2022-06,2025-06
LN0021107,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-77.51,0.0,-77.51,37,2022-06,2025-06
LN0021124,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,33825.82,0.0,33825.82,19,2023-12,2025-06
LN0021170,MSME-FLT,Attributed,C-04,C-04 moratorium interest compounded,,1668.32,0.0,1668.32,30,2022-07,2024-12
LN0021198,HL-FLT,Attributed,C-01,C-01 wrong spread (implied),0.25,32669.0,0.0,32669.0,37,2022-06,2025-06
LN0021202,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,462.43,0.0,462.43,18,2024-01,2025-06
LN0021307,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,8185.49,0.0,8185.49,19,2023-12,2025-06
LN0021308,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,30284.72,0.0,30284.72,36,2022-07,2025-06
LN0021354,PL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,32.02,0.0,32.02,35,2022-07,2025-06
LN0021384,MSME-FLT,Attributed,C-04,C-04 moratorium interest compounded,,7923.85,0.0,7923.85,35,2022-08,2025-06
LN0021390,PL-FIX,Attributed,C-08,C-08 accrual after closure,,2496.06,0.0,2496.06,1,2022-12,2022-12
LN0021393,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-327.22,0.0,-327.22,36,2022-07,2025-06
LN0021410,HL-FLT,Attributed,C-02+C-04,C-02 reset one cycle late + C-04 moratorium interest compounded,,4692.18,0.0,4692.18,35,2022-08,2025-06
LN0021458,MSME-FLT,Attributed,C-01,C-01 wrong spread (implied),0.25,63769.32,0.0,63769.32,36,2022-07,2025-06
LN0021459,PL-FIX,Attributed,C-08,C-08 accrual after closure,,672.27,0.0,672.27,1,2023-11,2023-11
LN0021473,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,38048.42,0.0,38048.42,21,2023-10,2025-06
LN0021493,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,109.86,0.0,109.86,18,2024-01,2025-06
LN0021498,PL-FIX,Attributed,C-01,C-01 wrong spread (implied),-0.25,-3167.23,0.0,-3167.23,36,2022-07,2025-06
LN0021517,HL-FLT,Attributed,C-01,C-01 wrong spread (implied),-0.25,-26222.64,0.0,-26222.64,36,2022-07,2025-06
LN0021546,HL-MCLR,Attributed,C-01,C-01 wrong spread (implied),0.1,19753.57,0.0,19753.57,36,2022-07,2025-06
LN0021573,HL-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,116.7,0.0,116.7,29,2022-07,2025-06
LN0021674,MSME-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,-70.26,0.0,-70.26,33,2022-09,2025-06
LN0021679,MSME-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,-148.41,0.0,-148.41,29,2022-09,2025-06
LN0021730,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-126.1,0.0,-126.1,25,2022-07,2024-07
LN0021764,HL-FLT,Attributed,C-01,C-01 wrong spread (implied),0.25,36060.41,0.0,36060.41,36,2022-07,2025-06
LN0021771,MSME-FLT,Attributed,C-08,C-08 accrual after closure,,4241.59,0.0,4241.59,1,2023-05,2023-05
LN0021775,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,701.43,0.0,701.43,18,2024-01,2025-06
LN0021818,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,29023.6,0.0,29023.6,21,2023-10,2025-06
LN0021963,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,540.24,0.0,540.24,18,2024-01,2025-06
LN0021965,MSME-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,-32.64,0.0,-32.64,36,2022-07,2025-06
LN0022010,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-304.33,0.0,-304.33,36,2022-07,2025-06
LN0022034,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,27.89,0.0,27.89,1,2024-01,2024-01
LN0022054,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-199.92,0.0,-199.92,36,2022-07,2025-06
LN0022058,GL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,-88.58,0.0,-88.58,7,2022-07,2023-01
LN0022084,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-154.34,0.0,-154.34,36,2022-07,2025-06
LN0022136,GL-FIX,Attributed,C-08,C-08 accrual after closure,,703.55,0.0,703.55,1,2022-11,2022-11
LN0022144,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-8986.19,0.0,-8986.19,33,2022-10,2025-06
LN0022174,GL-FIX,Attributed,C-08,C-08 accrual after closure,,435.69,0.0,435.69,1,2022-09,2022-09
LN0022189,MSME-FLT,Attributed,C-02+C-09,C-02 reset one cycle late + C-09 365-day basis in leap year,,-14674.98,0.0,-14674.98,33,2022-10,2025-06
LN0022233,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,316.72,0.0,316.72,18,2024-01,2025-06
LN0022235,MSME-FLT,Attributed,C-04+C-09,C-04 moratorium interest compounded + C-09 365-day basis in leap year,,2722.31,0.0,2722.31,35,2022-08,2025-06
