loan_id,product_code,principal_inr,tenure_months,risk_premium_pct,moratorium_months,disbursal_date,first_due_date,maturity_date,branch_code,region,has_exception,attribution_status,root_cause
LN0016979,HL-FLT,3437000.0,180,0.3,0,2022-03-09,2022-04-30,2037-03-31,BR018,East,False,No exception,
LN0016980,HL-FLT,2433000.0,180,0.05,0,2022-03-09,2022-04-30,2037-03-31,BR018,East,False,No exception,
LN0016981,HL-FLT,1593000.0,240,0.5,0,2022-03-09,2022-04-30,2042-03-31,BR019,West,False,No exception,
LN0016982,HL-FLT,1651000.0,300,0.0,0,2022-03-09,2022-04-30,2047-03-31,BR020,North,False,No exception,
LN0016983,HL-FLT,12389000.0,180,0.25,0,2022-03-09,2022-04-30,2037-03-31,BR034,East,False,No exception,
LN0016984,HL-FLT,3023000.0,300,0.4,0,2022-03-09,2022-04-30,2047-03-31,BR021,South,False,No exception,
LN0016985,HL-FLT,3239000.0,300,0.25,0,2022-03-09,2022-04-30,2047-03-31,BR032,North,True,Attributed,C-06
LN0016986,HL-FLT,1481000.0,180,0.75,0,2022-03-09,2022-04-30,2037-03-31,BR006,East,False,No exception,
LN0016987,HL-FLT,3507000.0,180,0.0,0,2022-03-09,2022-04-30,2037-03-31,BR005,South,False,No exception,
LN0016988,HL-FLT,3020000.0,180,0.1,0,2022-03-09,2022-04-30,2037-03-31,BR022,East,False,No exception,
LN0016989,HL-FLT,1481000.0,300,0.6,0,2022-03-09,2022-04-30,2047-03-31,BR005,South,False,No exception,
LN0016990,HL-FLT,4797000.0,240,0.7,0,2022-03-09,2022-04-30,2042-03-31,BR023,West,False,No exception,
LN0016991,HL-FLT,4035000.0,240,0.35,0,2022-03-09,2022-04-30,2042-03-31,BR007,West,False,No exception,
LN0016992,HL-MCLR,4151000.0,240,0.35,0,2022-03-09,2022-04-30,2042-03-31,BR015,West,False,No exception,
LN0016993,HL-MCLR,4364000.0,180,0.3,0,2022-03-09,2022-04-30,2037-03-31,BR027,West,False,No exception,
LN0016994,HL-MCLR,1341000.0,240,0.45,0,2022-03-09,2022-04-30,2042-03-31,BR019,West,False,No exception,
LN0016995,HL-MCLR,7324000.0,240,0.25,0,2022-03-09,2022-04-30,2042-03-31,BR016,North,False,No exception,
LN0016996,HL-MCLR,1907000.0,240,0.05,6,2022-03-09,2022-10-31,2042-09-30,BR005,South,False,No exception,
LN0016997,HL-MCLR,4571000.0,240,0.45,0,2022-03-09,2022-04-30,2042-03-31,BR021,South,False,No exception,
LN0016998,MSME-FLT,3699000.0,120,0.3,0,2022-03-09,2022-04-30,2032-03-31,BR040,North,False,No exception,
LN0016999,MSME-FLT,2801000.0,120,0.4,0,2022-03-09,2022-04-30,2032-03-31,BR012,North,False,No exception,
LN0017000,MSME-FLT,5901000.0,84,0.55,0,2022-03-09,2022-04-30,2029-03-31,BR006,East,False,No exception,
LN0017001,MSME-FLT,836000.0,36,0.45,0,2022-03-09,2022-04-30,2025-03-31,BR016,North,False,No exception,
LN0017002,MSME-FLT,5344000.0,120,1.15,0,2022-03-09,2022-04-30,2032-03-31,BR034,East,False,No exception,
LN0017003,MSME-FLT,682000.0,120,0.45,0,2022-03-09,2022-04-30,2032-03-31,BR005,South,False,No exception,
LN0017004,PL-FIX,248000.0,24,1.85,0,2022-03-09,2022-04-30,2024-03-31,BR017,South,False,No exception,
LN0017005,PL-FIX,275000.0,60,4.6,0,2022-03-09,2022-04-30,2027-03-31,BR040,North,False,No exception,
LN0017006,PL-FIX,758000.0,24,2.75,0,2022-03-09,2022-04-30,2024-03-31,BR035,West,False,No exception,
LN0017007,PL-FIX,454000.0,24,4.2,0,2022-03-09,2022-04-30,2024-03-31,BR031,West,False,No exception,
LN0017008,PL-FIX,550000.0,24,4.35,0,2022-03-09,2022-04-30,2024-03-31,BR019,West,False,No exception,
LN0017009,PL-FIX,258000.0,12,3.4,0,2022-03-09,2022-04-30,2023-03-31,BR018,East,False,No exception,
LN0017010,GL-FIX,201000.0,9,0.55,0,2022-03-10,2022-12-31,2022-12-31,BR015,West,False,No exception,
LN0017011,GL-FIX,541000.0,12,2.3,0,2022-03-10,2023-03-31,2023-03-31,BR028,North,False,No exception,
LN0017012,GL-FIX,87000.0,6,1.0,0,2022-03-10,2022-09-30,2022-09-30,BR022,East,False,No exception,
LN0017013,GL-FIX,101000.0,12,1.7,0,2022-03-10,2023-03-31,2023-03-31,BR005,South,False,No exception,
LN0017014,GL-FIX,62000.0,12,1.2,0,2022-03-10,2023-03-31,2023-03-31,BR005,South,False,No exception,
LN0017015,GL-FIX,100000.0,12,0.25,0,2022-03-10,2023-03-31,2023-03-31,BR031,West,False,No exception,
LN0017016,HL-FLT,4454000.0,300,0.15,0,2022-03-10,2022-04-30,2047-03-31,BR018,East,False,No exception,
LN0017017,HL-FLT,3477000.0,180,0.1,0,2022-03-10,2022-04-30,2037-03-31,BR015,West,True,Attributed,C-08
LN0017018,HL-FLT,4471000.0,300,0.55,0,2022-03-10,2022-04-30,2047-03-31,BR007,West,False,No exception,
LN0017019,HL-FLT,4101000.0,180,0.4,0,2022-03-10,2022-04-30,2037-03-31,BR032,North,False,No exception,
LN0017020,HL-FLT,2047000.0,180,0.55,0,2022-03-10,2022-04-30,2037-03-31,BR028,North,False,No exception,
LN0017021,HL-FLT,10161000.0,300,0.35,0,2022-03-10,2022-04-30,2047-03-31,BR015,West,False,No exception,
LN0017022,HL-FLT,3741000.0,300,0.45,0,2022-03-10,2022-04-30,2047-03-31,BR036,North,False,No exception,
LN0017023,HL-FLT,2497000.0,180,0.75,0,2022-03-10,2022-04-30,2037-03-31,BR036,North,True,Attributed,C-01
LN0017024,HL-FLT,1819000.0,240,0.2,0,2022-03-10,2022-04-30,2042-03-31,BR018,East,False,No exception,
LN0017025,HL-FLT,3343000.0,300,0.1,0,2022-03-10,2022-04-30,2047-03-31,BR018,East,False,No exception,
LN0017026,HL-FLT,3804000.0,240,0.45,0,2022-03-10,2022-04-30,2042-03-31,BR018,East,False,No exception,
LN0017027,HL-FLT,5851000.0,180,0.6,0,2022-03-10,2022-04-30,2037-03-31,BR004,North,False,No exception,
LN0017028,HL-MCLR,2144000.0,180,0.45,5,2022-03-10,2022-09-30,2037-08-31,BR012,North,False,No exception,
LN0017029,HL-MCLR,2666000.0,240,0.1,0,2022-03-10,2022-04-30,2042-03-31,BR014,East,False,No exception,
LN0017030,HL-MCLR,2516000.0,180,0.05,0,2022-03-10,2022-04-30,2037-03-31,BR005,South,False,No exception,
LN0017031,HL-MCLR,4796000.0,240,0.0,5,2022-03-10,2022-09-30,2042-08-31,BR010,East,False,No exception,
LN0017032,HL-MCLR,2207000.0,240,0.35,4,2022-03-10,2022-08-31,2042-07-31,BR030,East,False,No exception,
LN0017033,HL-MCLR,2751000.0,180,0.05,0,2022-03-10,2022-04-30,2037-03-31,BR023,West,False,No exception,
LN0017034,MSME-FLT,1525000.0,60,0.4,4,2022-03-10,2022-08-31,2027-07-31,BR040,North,False,No exception,
LN0017035,MSME-FLT,2841000.0,60,0.5,0,2022-03-10,2022-04-30,2027-03-31,BR012,North,False,No exception,
LN0017036,PL-FIX,959000.0,12,1.55,0,2022-03-10,2022-04-30,2023-03-31,BR005,South,False,No exception,
LN0017037,PL-FIX,260000.0,48,3.95,0,2022-03-10,2022-04-30,2026-03-31,BR017,South,False,No exception,
LN0017038,PL-FIX,955000.0,48,0.6,0,2022-03-10,2022-04-30,2026-03-31,BR013,South,False,No exception,
LN0017039,PL-FIX,562000.0,60,1.55,0,2022-03-10,2022-04-30,2027-03-31,BR010,East,False,No exception,
LN0017040,PL-FIX,889000.0,24,1.9,0,2022-03-10,2022-04-30,2024-03-31,BR006,East,False,No exception,
LN0017041,PL-FIX,308000.0,12,3.7,0,2022-03-10,2022-04-30,2023-03-31,BR029,South,False,No exception,
LN0017042,GL-FIX,235000.0,9,1.2,0,2022-03-11,2022-12-31,2022-12-31,BR001,South,False,No exception,
LN0017043,GL-FIX,234000.0,6,2.0,0,2022-03-11,2022-09-30,2022-09-30,BR014,East,False,No exception,
LN0017044,GL-FIX,153000.0,6,2.2,0,2022-03-11,2022-09-30,2022-09-30,BR004,North,False,No exception,
LN0017045,GL-FIX,52000.0,6,0.35,0,2022-03-11,2022-09-30,2022-09-30,BR012,North,False,No exception,
LN0017046,GL-FIX,280000.0,12,0.1,0,2022-03-11,2023-03-31,2023-03-31,BR035,West,False,No exception,
LN0017047,GL-FIX,141000.0,9,0.65,0,2022-03-11,2022-12-31,2022-12-31,BR018,East,False,No exception,
LN0017048,HL-FLT,1879000.0,240,0.15,0,2022-03-11,2022-04-30,2042-03-31,BR036,North,False,No exception,
LN0017049,HL-FLT,2499000.0,300,0.2,0,2022-03-11,2022-04-30,2047-03-31,BR017,South,False,No exception,
LN0017050,HL-FLT,4087000.0,180,0.7,0,2022-03-11,2022-04-30,2037-03-31,BR027,West,False,No exception,
LN0017051,HL-FLT,3402000.0,240,0.45,0,2022-03-11,2022-04-30,2042-03-31,BR021,South,False,No exception,
LN0017052,HL-FLT,2157000.0,300,0.15,0,2022-03-11,2022-04-30,2047-03-31,BR016,North,False,No exception,
LN0017053,HL-FLT,8429000.0,180,0.3,0,2022-03-11,2022-04-30,2037-03-31,BR019,West,False,No exception,
LN0017054,HL-FLT,1967000.0,240,0.1,0,2022-03-11,2022-04-30,2042-03-31,BR011,West,False,No exception,
LN0017055,HL-FLT,4614000.0,180,0.4,0,2022-03-11,2022-04-30,2037-03-31,BR004,North,True,Attributed,C-07
LN0017056,HL-FLT,4883000.0,180,0.65,0,2022-03-11,2022-04-30,2037-03-31,BR034,East,False,No exception,
LN0017057,HL-FLT,3725000.0,300,0.5,0,2022-03-11,2022-04-30,2047-03-31,BR014,East,False,No exception,
LN0017058,HL-FLT,5162000.0,180,0.1,4,2022-03-11,2022-08-31,2037-07-31,BR037,South,False,No exception,
LN0017059,HL-FLT,4152000.0,180,0.45,0,2022-03-11,2022-04-30,2037-03-31,BR021,South,False,No exception,
LN0017060,HL-MCLR,2679000.0,180,0.25,0,2022-03-11,2022-04-30,2037-03-31,BR009,South,False,No exception,
LN0017061,HL-MCLR,4623000.0,180,0.05,0,2022-03-11,2022-04-30,2037-03-31,BR002,East,False,No exception,
LN0017062,HL-MCLR,2599000.0,180,0.45,0,2022-03-11,2022-04-30,2037-03-31,BR012,North,False,No exception,
LN0017063,HL-MCLR,11953000.0,240,0.3,0,2022-03-11,2022-04-30,2042-03-31,BR038,East,False,No exception,
LN0017064,HL-MCLR,4441000.0,240,0.35,0,2022-03-11,2022-04-30,2042-03-31,BR014,East,False,No exception,
LN0017065,HL-MCLR,4277000.0,240,0.35,0,2022-03-11,2022-04-30,2042-03-31,BR036,North,False,No exception,
LN0017066,HL-MCLR,4095000.0,180,0.25,0,2022-03-11,2022-04-30,2037-03-31,BR016,North,False,No exception,
LN0017067,MSME-FLT,3270000.0,36,0.25,0,2022-03-11,2022-04-30,2025-03-31,BR011,West,False,No exception,
LN0017068,MSME-FLT,634000.0,84,0.05,0,2022-03-11,2022-04-30,2029-03-31,BR031,West,False,No exception,
LN0017069,MSME-FLT,659000.0,36,0.9,0,2022-03-11,2022-04-30,2025-03-31,BR012,North,False,No exception,
LN0017070,MSME-FLT,2076000.0,36,0.6,0,2022-03-11,2022-04-30,2025-03-31,BR014,East,False,No exception,
LN0017071,MSME-FLT,1154000.0,36,1.35,0,2022-03-11,2022-04-30,2025-03-31,BR040,North,False,No exception,
LN0017072,PL-FIX,256000.0,48,1.75,0,2022-03-11,2022-04-30,2026-03-31,BR005,South,False,No exception,
LN0017073,PL-FIX,610000.0,12,1.05,0,2022-03-11,2022-04-30,2023-03-31,BR014,East,False,No exception,
LN0017074,PL-FIX,258000.0,48,2.7,0,2022-03-11,2022-04-30,2026-03-31,BR040,North,False,No exception,
LN0017075,PL-FIX,179000.0,36,2.3,0,2022-03-11,2022-04-30,2025-03-31,BR003,West,False,No exception,
LN0017076,PL-FIX,310000.0,36,4.0,0,2022-03-11,2022-04-30,2025-03-31,BR038,East,False,No exception,
LN0017077,PL-FIX,596000.0,48,0.2,0,2022-03-11,2022-04-30,2026-03-31,BR028,North,False,No exception,
LN0017078,PL-FIX,606000.0,24,1.8,0,2022-03-11,2022-04-30,2024-03-31,BR008,North,False,No exception,
LN0017079,GL-FIX,517000.0,12,1.75,0,2022-03-12,2023-03-31,2023-03-31,BR032,North,False,No exception,
LN0017080,GL-FIX,112000.0,9,1.2,0,2022-03-12,2022-12-31,2022-12-31,BR034,East,False,No exception,
LN0017081,GL-FIX,172000.0,6,1.0,0,2022-03-12,2022-09-30,2022-09-30,BR004,North,False,No exception,
LN0017082,GL-FIX,121000.0,6,1.65,0,2022-03-12,2022-09-30,2022-09-30,BR034,East,False,No exception,
LN0017083,HL-FLT,2839000.0,180,0.15,5,2022-03-12,2022-09-30,2037-08-31,BR034,East,False,No exception,
LN0017084,HL-FLT,10873000.0,180,0.4,5,2022-03-12,2022-09-30,2037-08-31,BR031,West,False,No exception,
LN0017085,HL-FLT,6829000.0,300,0.75,0,2022-03-12,2022-04-30,2047-03-31,BR023,West,False,No exception,
LN0017086,HL-FLT,2960000.0,300,0.35,0,2022-03-12,2022-04-30,2047-03-31,BR028,North,False,No exception,
LN0017087,HL-FLT,10113000.0,180,0.65,0,2022-03-12,2022-04-30,2037-03-31,BR017,South,False,No exception,
LN0017088,HL-FLT,3732000.0,240,0.3,6,2022-03-12,2022-10-31,2042-09-30,BR039,West,False,No exception,
LN0017089,HL-FLT,4397000.0,180,0.1,0,2022-03-12,2022-04-30,2037-03-31,BR013,South,False,No exception,
LN0017090,HL-FLT,1817000.0,300,0.4,0,2022-03-12,2022-04-30,2047-03-31,BR029,South,False,No exception,
LN0017091,HL-FLT,6281000.0,180,0.25,0,2022-03-12,2022-04-30,2037-03-31,BR009,South,False,No exception,
LN0017092,HL-FLT,5726000.0,300,0.3,0,2022-03-12,2022-04-30,2047-03-31,BR017,South,False,No exception,
LN0017093,HL-FLT,1268000.0,180,0.55,3,2022-03-12,2022-07-31,2037-06-30,BR015,West,False,No exception,
LN0017094,HL-MCLR,5587000.0,240,0.3,0,2022-03-12,2022-04-30,2042-03-31,BR034,East,False,No exception,
LN0017095,HL-MCLR,4218000.0,240,0.1,0,2022-03-12,2022-04-30,2042-03-31,BR029,South,False,No exception,
LN0017096,HL-MCLR,4226000.0,180,0.4,0,2022-03-12,2022-04-30,2037-03-31,BR012,North,False,No exception,
LN0017097,HL-MCLR,4458000.0,240,0.2,0,2022-03-12,2022-04-30,2042-03-31,BR015,West,False,No exception,
LN0017098,MSME-FLT,654000.0,36,0.75,0,2022-03-12,2022-04-30,2025-03-31,BR031,West,False,No exception,
LN0017099,MSME-FLT,14262000.0,120,1.35,0,2022-03-12,2022-04-30,2032-03-31,BR040,North,False,No exception,
LN0017100,MSME-FLT,2273000.0,120,0.35,0,2022-03-12,2022-04-30,2032-03-31,BR013,South,False,No exception,
LN0017101,MSME-FLT,300000.0,84,1.05,0,2022-03-12,2022-04-30,2029-03-31,BR020,North,False,No exception,
LN0017102,MSME-FLT,5151000.0,60,1.4,0,2022-03-12,2022-04-30,2027-03-31,BR030,East,False,No exception,
LN0017103,MSME-FLT,1897000.0,60,0.8,0,2022-03-12,2022-04-30,2027-03-31,BR005,South,False,No exception,
LN0017104,MSME-FLT,4314000.0,36,0.4,0,2022-03-12,2022-04-30,2025-03-31,BR025,South,False,No exception,
LN0017105,MSME-FLT,515000.0,60,1.4,4,2022-03-12,2022-08-31,2027-07-31,BR009,South,False,No exception,
LN0017106,MSME-FLT,5121000.0,120,1.35,0,2022-03-12,2022-04-30,2032-03-31,BR009,South,False,No exception,
LN0017107,PL-FIX,416000.0,48,1.35,0,2022-03-12,2022-04-30,2026-03-31,BR029,South,False,No exception,
LN0017108,PL-FIX,433000.0,60,2.3,0,2022-03-12,2022-04-30,2027-03-31,BR032,North,False,No exception,
LN0017109,PL-FIX,726000.0,36,4.9,0,2022-03-12,2022-04-30,2025-03-31,BR034,East,False,No exception,
LN0017110,PL-FIX,501000.0,60,0.8,0,2022-03-12,2022-04-30,2027-03-31,BR006,East,False,No exception,
LN0017111,PL-FIX,252000.0,36,2.8,0,2022-03-12,2022-04-30,2025-03-31,BR030,East,False,No exception,
LN0017112,PL-FIX,217000.0,12,0.3,0,2022-03-12,2022-04-30,2023-03-31,BR028,North,False,No exception,
LN0017113,PL-FIX,152000.0,24,2.4,0,2022-03-12,2022-04-30,2024-03-31,BR002,East,False,No exception,
LN0017114,PL-FIX,353000.0,24,0.25,0,2022-03-12,2022-04-30,2024-03-31,BR018,East,False,No exception,
LN0017115,PL-FIX,387000.0,48,0.6,0,2022-03-12,2022-04-30,2026-03-31,BR009,South,False,No exception,
LN0017116,PL-FIX,329000.0,36,0.45,0,2022-03-12,2022-04-30,2025-03-31,BR031,West,False,No exception,
LN0017117,PL-FIX,281000.0,24,3.3,0,2022-03-12,2022-04-30,2024-03-31,BR003,West,False,No exception,
LN0017118,PL-FIX,374000.0,24,3.3,0,2022-03-12,2022-04-30,2024-03-31,BR015,West,False,No exception,
LN0017119,GL-FIX,67000.0,9,1.15,0,2022-03-13,2022-12-31,2022-12-31,BR034,East,False,No exception,
LN0017120,GL-FIX,85000.0,6,1.0,0,2022-03-13,2022-09-30,2022-09-30,BR040,North,False,No exception,
LN0017121,GL-FIX,266000.0,12,1.35,0,2022-03-13,2023-03-31,2023-03-31,BR016,North,False,No exception,
LN0017122,GL-FIX,241000.0,6,0.9,0,2022-03-13,2022-09-30,2022-09-30,BR033,South,False,No exception,
LN0017123,GL-FIX,45000.0,12,2.05,0,2022-03-13,2023-03-31,2023-03-31,BR011,West,False,No exception,
LN0017124,GL-FIX,110000.0,12,0.9,0,2022-03-13,2023-03-31,2023-03-31,BR035,West,False,No exception,
LN0017125,HL-FLT,3565000.0,300,0.6,0,2022-03-13,2022-04-30,2047-03-31,BR031,West,False,No exception,
LN0017126,HL-FLT,3845000.0,240,0.35,0,2022-03-13,2022-04-30,2042-03-31,BR037,South,True,Attributed,C-02
LN0017127,HL-FLT,1994000.0,300,0.4,0,2022-03-13,2022-04-30,2047-03-31,BR028,North,False,No exception,
LN0017128,HL-FLT,6471000.0,180,0.15,0,2022-03-13,2022-04-30,2037-03-31,BR034,East,False,No exception,
LN0017129,HL-FLT,3520000.0,300,0.0,0,2022-03-13,2022-04-30,2047-03-31,BR001,South,False,No exception,
LN0017130,HL-FLT,4170000.0,180,0.65,0,2022-03-13,2022-04-30,2037-03-31,BR010,East,False,No exception,
LN0017131,HL-FLT,1856000.0,240,0.5,0,2022-03-13,2022-04-30,2042-03-31,BR011,West,False,No exception,
LN0017132,HL-FLT,1414000.0,240,0.7,0,2022-03-13,2022-04-30,2042-03-31,BR033,South,False,No exception,
LN0017133,HL-FLT,3498000.0,300,0.1,0,2022-03-13,2022-04-30,2047-03-31,BR040,North,False,No exception,
LN0017134,HL-FLT,3906000.0,300,0.15,0,2022-03-13,2022-04-30,2047-03-31,BR023,West,False,No exception,
LN0017135,HL-FLT,2811000.0,240,0.65,0,2022-03-13,2022-04-30,2042-03-31,BR027,West,False,No exception,
LN0017136,HL-FLT,1668000.0,180,0.5,0,2022-03-13,2022-04-30,2037-03-31,BR009,South,False,No exception,
LN0017137,HL-FLT,7219000.0,240,0.05,0,2022-03-13,2022-04-30,2042-03-31,BR021,South,False,No exception,
LN0017138,HL-FLT,3910000.0,180,0.35,0,2022-03-13,2022-04-30,2037-03-31,BR007,West,False,No exception,
LN0017139,HL-MCLR,5842000.0,180,0.3,0,2022-03-13,2022-04-30,2037-03-31,BR021,South,False,No exception,
LN0017140,HL-MCLR,3174000.0,180,0.0,0,2022-03-13,2022-04-30,2037-03-31,BR033,South,False,No exception,
LN0017141,HL-MCLR,1679000.0,240,0.1,0,2022-03-13,2022-04-30,2042-03-31,BR040,North,False,No exception,
LN0017142,HL-MCLR,5284000.0,240,0.4,0,2022-03-13,2022-04-30,2042-03-31,BR040,North,False,No exception,
LN0017143,HL-MCLR,4605000.0,180,0.3,0,2022-03-13,2022-04-30,2037-03-31,BR014,East,False,No exception,
LN0017144,HL-MCLR,1806000.0,180,0.05,0,2022-03-13,2022-04-30,2037-03-31,BR022,East,False,No exception,
LN0017145,HL-MCLR,4976000.0,180,0.05,0,2022-03-13,2022-04-30,2037-03-31,BR017,South,False,No exception,
LN0017146,MSME-FLT,3613000.0,120,1.35,0,2022-03-13,2022-04-30,2032-03-31,BR021,South,True,Attributed,C-01
LN0017147,MSME-FLT,5417000.0,60,1.25,0,2022-03-13,2022-04-30,2027-03-31,BR019,West,False,No exception,
LN0017148,MSME-FLT,1502000.0,36,0.0,0,2022-03-13,2022-04-30,2025-03-31,BR016,North,False,No exception,
LN0017149,MSME-FLT,10853000.0,36,0.85,0,2022-03-13,2022-04-30,2025-03-31,BR007,West,False,No exception,
LN0017150,PL-FIX,1061000.0,36,3.0,0,2022-03-13,2022-04-30,2025-03-31,BR040,North,True,Attributed,C-03
LN0017151,PL-FIX,83000.0,24,1.05,0,2022-03-13,2022-04-30,2024-03-31,BR018,East,False,No exception,
LN0017152,PL-FIX,338000.0,48,0.1,0,2022-03-13,2022-04-30,2026-03-31,BR024,North,False,No exception,
LN0017153,PL-FIX,181000.0,36,1.05,0,2022-03-13,2022-04-30,2025-03-31,BR001,South,False,No exception,
LN0017154,PL-FIX,845000.0,24,1.5,0,2022-03-13,2022-04-30,2024-03-31,BR012,North,False,No exception,
LN0017155,PL-FIX,517000.0,12,4.35,0,2022-03-13,2022-04-30,2023-03-31,BR002,East,False,No exception,
LN0017156,PL-FIX,633000.0,24,4.4,0,2022-03-13,2022-04-30,2024-03-31,BR039,West,False,No exception,
LN0017157,GL-FIX,191000.0,12,0.45,0,2022-03-14,2023-03-31,2023-03-31,BR035,West,False,No exception,
LN0017158,GL-FIX,127000.0,12,1.6,0,2022-03-14,2023-03-31,2023-03-31,BR010,East,False,No exception,
LN0017159,GL-FIX,99000.0,9,1.9,0,2022-03-14,2022-12-31,2022-12-31,BR019,West,False,No exception,
LN0017160,GL-FIX,103000.0,12,1.4,0,2022-03-14,2023-03-31,2023-03-31,BR023,West,False,No exception,
LN0017161,GL-FIX,152000.0,9,2.4,0,2022-03-14,2022-12-31,2022-12-31,BR036,North,False,No exception,
LN0017162,GL-FIX,259000.0,6,1.65,0,2022-03-14,2022-09-30,2022-09-30,BR037,South,False,No exception,
LN0017163,GL-FIX,130000.0,9,1.25,0,2022-03-14,2022-12-31,2022-12-31,BR035,West,False,No exception,
LN0017164,HL-FLT,4163000.0,300,0.7,0,2022-03-14,2022-04-30,2047-03-31,BR026,East,False,No exception,
LN0017165,HL-FLT,1437000.0,240,0.7,0,2022-03-14,2022-04-30,2042-03-31,BR011,West,False,No exception,
LN0017166,HL-FLT,3565000.0,240,0.45,0,2022-03-14,2022-04-30,2042-03-31,BR012,North,False,No exception,
LN0017167,HL-FLT,2307000.0,300,0.3,0,2022-03-14,2022-04-30,2047-03-31,BR001,South,False,No exception,
LN0017168,HL-FLT,7527000.0,240,0.65,0,2022-03-14,2022-04-30,2042-03-31,BR002,East,False,No exception,
LN0017169,HL-FLT,3960000.0,240,0.25,0,2022-03-14,2022-04-30,2042-03-31,BR012,North,False,No exception,
LN0017170,HL-FLT,2489000.0,300,0.1,0,2022-03-14,2022-04-30,2047-03-31,BR034,East,False,No exception,
LN0017171,HL-FLT,1948000.0,180,0.35,0,2022-03-14,2022-04-30,2037-03-31,BR003,West,False,No exception,
LN0017172,HL-FLT,1757000.0,240,0.55,0,2022-03-14,2022-04-30,2042-03-31,BR038,East,False,No exception,
LN0017173,HL-FLT,2127000.0,240,0.1,0,2022-03-14,2022-04-30,2042-03-31,BR032,North,False,No exception,
LN0017174,HL-MCLR,2941000.0,240,0.0,0,2022-03-14,2022-04-30,2042-03-31,BR032,North,False,No exception,
LN0017175,HL-MCLR,5736000.0,240,0.15,0,2022-03-14,2022-04-30,2042-03-31,BR017,South,False,No exception,
LN0017176,HL-MCLR,3162000.0,240,0.45,0,2022-03-14,2022-04-30,2042-03-31,BR030,East,False,No exception,
LN0017177,HL-MCLR,5207000.0,180,0.05,0,2022-03-14,2022-04-30,2037-03-31,BR025,South,False,No exception,
LN0017178,MSME-FLT,2926000.0,84,1.2,0,2022-03-14,2022-04-30,2029-03-31,BR026,East,False,No exception,
LN0017179,MSME-FLT,750000.0,84,1.45,3,2022-03-14,2022-07-31,2029-06-30,BR005,South,False,No exception,
LN0017180,MSME-FLT,753000.0,60,0.75,0,2022-03-14,2022-04-30,2027-03-31,BR002,East,False,No exception,
LN0017181,MSME-FLT,1479000.0,84,0.75,0,2022-03-14,2022-04-30,2029-03-31,BR034,East,False,No exception,
LN0017182,MSME-FLT,7210000.0,84,0.7,4,2022-03-14,2022-08-31,2029-07-31,BR029,South,False,No exception,
LN0017183,PL-FIX,486000.0,60,0.7,0,2022-03-14,2022-04-30,2027-03-31,BR025,South,False,No exception,
LN0017184,PL-FIX,333000.0,36,1.8,0,2022-03-14,2022-04-30,2025-03-31,BR025,South,False,No exception,
LN0017185,PL-FIX,504000.0,36,0.65,0,2022-03-14,2022-04-30,2025-03-31,BR018,East,False,No exception,
LN0017186,PL-FIX,328000.0,24,4.65,0,2022-03-14,2022-04-30,2024-03-31,BR019,West,False,No exception,
LN0017187,PL-FIX,553000.0,12,3.0,0,2022-03-14,2022-04-30,2023-03-31,BR012,North,False,No exception,
LN0017188,PL-FIX,1039000.0,12,2.0,0,2022-03-14,2022-04-30,2023-03-31,BR019,West,False,No exception,
LN0017189,PL-FIX,186000.0,36,2.0,0,2022-03-14,2022-04-30,2025-03-31,BR037,South,False,No exception,
LN0017190,PL-FIX,325000.0,60,2.55,0,2022-03-14,2022-04-30,2027-03-31,BR040,North,False,No exception,
LN0017191,PL-FIX,599000.0,48,1.5,0,2022-03-14,2022-04-30,2026-03-31,BR024,North,False,No exception,
LN0017192,PL-FIX,793000.0,48,4.0,0,2022-03-14,2022-04-30,2026-03-31,BR035,West,False,No exception,
LN0017193,GL-FIX,210000.0,9,2.25,0,2022-03-15,2022-12-31,2022-12-31,BR033,South,False,No exception,
LN0017194,GL-FIX,182000.0,6,1.1,0,2022-03-15,2022-09-30,2022-09-30,BR018,East,False,No exception,
LN0017195,GL-FIX,155000.0,6,0.6,0,2022-03-15,2022-09-30,2022-09-30,BR005,South,False,No exception,
LN0017196,GL-FIX,291000.0,9,1.55,0,2022-03-15,2022-12-31,2022-12-31,BR037,South,False,No exception,
LN0017197,GL-FIX,430000.0,9,0.95,0,2022-03-15,2022-12-31,2022-12-31,BR005,South,False,No exception,
LN0017198,GL-FIX,114000.0,6,0.85,0,2022-03-15,2022-09-30,2022-09-30,BR035,West,False,No exception,
LN0017199,GL-FIX,210000.0,12,0.2,0,2022-03-15,2023-03-31,2023-03-31,BR027,West,False,No exception,
LN0017200,HL-FLT,6385000.0,180,0.5,0,2022-03-15,2022-04-30,2037-03-31,BR031,West,False,No exception,
LN0017201,HL-FLT,6438000.0,180,0.65,0,2022-03-15,2022-04-30,2037-03-31,BR021,South,False,No exception,
LN0017202,HL-FLT,2159000.0,300,0.2,0,2022-03-15,2022-04-30,2047-03-31,BR006,East,False,No exception,
LN0017203,HL-FLT,2473000.0,180,0.35,4,2022-03-15,2022-08-31,2037-07-31,BR004,North,False,No exception,
LN0017204,HL-FLT,2363000.0,180,0.05,0,2022-03-15,2022-04-30,2037-03-31,BR040,North,False,No exception,
LN0017205,HL-FLT,2236000.0,240,0.35,0,2022-03-15,2022-04-30,2042-03-31,BR024,North,False,No exception,
LN0017206,HL-FLT,3725000.0,300,0.05,0,2022-03-15,2022-04-30,2047-03-31,BR039,West,False,No exception,
